Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2016-09-14,2016,9,14,Wednesday,37,2016-37,96.44,96.55,95.66,95.98,1242600,85.89,-0.0003124799094686992,90.42142857142858,96.322
2016-09-15,2016,9,15,Thursday,37,2016-37,95.6,96.34,95.22,96.01,1137700,85.92,0.00031257758368385957,89.46357142857143,96.095
2016-09-16,2016,9,16,Friday,37,2016-37,96.08,96.63,95.32,95.48,1350700,85.44,-0.005519945613044919,88.47857142857143,95.845
2016-09-19,2016,9,19,Monday,38,2016-38,95.89,96.21,95.26,95.45,1282600,85.42,-0.00031457151885716517,87.44214285714285,95.5828
2016-09-20,2016,9,20,Tuesday,38,2016-38,95.51,96.0,95.41,95.52,1227400,85.48,0.0007333975357628475,87.17785714285715,95.3318
2016-09-21,2016,9,21,Wednesday,38,2016-38,95.4,96.63,95.13,96.36,1062700,86.23,0.008794052935684249,86.95214285714287,95.1208
2016-09-22,2016,9,22,Thursday,38,2016-38,96.36,96.99,95.63,96.16,947500,86.05,-0.002075455705769058,86.73571428571428,94.9134
2016-09-23,2016,9,23,Friday,38,2016-38,95.79,97.72,94.77,95.85,3847800,85.78,-0.0032239217243899,86.51571428571428,94.705
2016-09-26,2016,9,26,Monday,39,2016-39,95.46,96.17,95.22,95.33,859300,85.31,-0.005425181741453677,86.23071428571428,94.44139999999999
2016-09-27,2016,9,27,Tuesday,39,2016-39,95.75,95.86,94.45,94.7,1437700,84.75,-0.006608617979114717,85.94785714285715,94.18959999999998
2016-09-28,2016,9,28,Wednesday,39,2016-39,94.98,95.41,94.58,95.13,722700,85.13,0.004540655735254973,85.75857142857144,93.9458
2016-09-29,2016,9,29,Thursday,39,2016-39,95.36,96.0,94.61,94.64,975600,84.69,-0.0051507827712885534,85.66,93.69720000000001
2016-09-30,2016,9,30,Friday,39,2016-39,94.96,96.23,94.69,95.6,959800,85.55,0.010143475758118914,85.54,93.45740000000002
2016-10-03,2016,10,3,Monday,40,2016-40,95.3,95.61,94.88,95.41,910000,85.38,-0.0019871705635857717,85.50142857142858,93.20779999999999
2016-10-04,2016,10,4,Tuesday,40,2016-40,95.22,95.82,94.85,95.03,1199600,85.04,-0.0039827906842085925,85.44071428571428,92.93299999999999
2016-10-05,2016,10,5,Wednesday,40,2016-40,95.01,95.27,94.52,94.71,2303300,84.76,-0.00336722236496656,85.35785714285714,92.6784
2016-10-06,2016,10,6,Thursday,40,2016-40,94.46,95.57,94.46,95.11,1569200,85.11,0.00422322606906822,85.33428571428571,92.45480000000002
2016-10-07,2016,10,7,Friday,40,2016-40,95.36,95.52,94.28,95.21,1231400,85.2,0.0010513663594495792,85.31857142857143,92.1766
2016-10-10,2016,10,10,Monday,41,2016-41,95.21,96.54,95.21,95.59,754100,85.54,0.003991067802037396,85.32285714285715,91.9158
2016-10-11,2016,10,11,Tuesday,41,2016-41,95.74,95.9,94.34,94.63,719800,84.68,-0.01004266847563906,85.21214285714287,91.6354
2016-10-12,2016,10,12,Wednesday,41,2016-41,94.69,95.23,94.6,94.95,688200,84.97,0.003381455536738187,85.13499999999999,91.338
2016-10-13,2016,10,13,Thursday,41,2016-41,94.64,95.91,94.2,95.65,1022200,85.6,0.007372415539968813,85.12214285714286,91.0834
2016-10-14,2016,10,14,Friday,41,2016-41,95.95,97.18,95.94,96.43,1566700,86.29,0.008154698435258734,85.19214285714285,90.83840000000001
2016-10-17,2016,10,17,Monday,42,2016-42,96.4,96.76,95.98,96.74,749600,86.57,0.0032147182658963658,85.32214285714285,90.58239999999999
2016-10-18,2016,10,18,Tuesday,42,2016-42,97.24,97.4,96.24,96.31,776500,86.19,-0.004444816539835972,85.39785714285713,90.3358
2016-10-19,2016,10,19,Wednesday,42,2016-42,96.2,96.32,95.08,95.63,697000,85.58,-0.007060460236489985,85.46142857142857,90.08460000000001
2016-10-20,2016,10,20,Thursday,42,2016-42,95.69,95.8,95.01,95.12,753200,85.12,-0.0053331769034623555,85.43071428571429,89.7976
2016-10-21,2016,10,21,Friday,42,2016-42,95.02,95.39,94.03,95.36,1112700,85.34,0.002523049830368551,85.42785714285715,89.51
2016-10-24,2016,10,24,Monday,43,2016-43,95.7,96.0,94.98,95.29,648200,85.27,-0.0007340002692823866,85.44428571428571,89.23119999999999
2016-10-25,2016,10,25,Tuesday,43,2016-43,95.5,95.86,94.98,95.81,703600,85.74,0.005456885309497839,85.51428571428572,88.95559999999999
2016-10-26,2016,10,26,Wednesday,43,2016-43,95.9,96.52,95.4,96.15,775800,86.04,0.0035490098650443613,85.58071428571428,88.6916
2016-10-27,2016,10,27,Thursday,43,2016-43,96.68,97.56,95.34,95.51,2422800,85.47,-0.0066562640650585925,85.6,88.3818
2016-10-28,2016,10,28,Friday,43,2016-43,97.7,103.36,97.7,102.4,4346800,91.64,0.07213904568638108,86.03571428571429,88.2018
2016-10-31,2016,10,31,Monday,44,2016-44,102.44,103.04,101.46,102.46,1724300,91.69,0.0005857109506883784,86.53642857142857,88.01299999999999
2016-11-01,2016,11,1,Tuesday,44,2016-44,102.6,102.6,101.45,101.99,1138700,91.27,-0.004587089167911063,86.98642857142859,87.811
2016-11-02,2016,11,2,Wednesday,44,2016-44,101.9,102.44,101.16,101.84,1054800,91.14,-0.001470958127304911,87.38214285714285,87.61019999999999
2016-11-03,2016,11,3,Thursday,44,2016-44,101.72,101.83,100.39,100.68,838500,90.1,-0.011390118702216734,87.65428571428572,87.4276
2016-11-04,2016,11,4,Friday,44,2016-44,100.8,101.06,99.79,100.0,853300,89.49,-0.0067540018265273005,87.86285714285714,87.2308
2016-11-07,2016,11,7,Monday,45,2016-45,100.56,101.71,100.45,101.6,1830800,90.92,0.015999867002400414,88.20071428571428,87.06459999999998
2016-11-08,2016,11,8,Tuesday,45,2016-45,101.66,102.95,101.17,101.19,1240900,90.55,-0.004035341841032158,88.55571428571429,86.87700000000001
2016-11-09,2016,11,9,Wednesday,45,2016-45,99.32,101.02,98.3,100.46,1354900,89.9,-0.007214185117071947,88.89714285714285,86.89139999999999
2016-11-10,2016,11,10,Thursday,45,2016-45,100.22,100.22,96.93,97.27,2393000,87.05,-0.03175392010346678,89.01928571428572,86.84459999999999
2016-11-11,2016,11,11,Friday,45,2016-45,97.18,98.35,96.26,97.25,778900,87.03,-0.0002054461099252336,89.145,86.80359999999999
2016-11-14,2016,11,14,Monday,46,2016-46,97.12,99.14,96.5,98.92,1484900,88.52,0.017171951123935214,89.34357142857142,86.7968
2016-11-15,2016,11,15,Tuesday,46,2016-46,98.93,99.86,98.71,99.13,1202100,88.71,0.0021230121485626974,89.53428571428572,86.785
2016-11-16,2016,11,16,Wednesday,46,2016-46,99.2,100.1,99.05,99.3,942100,88.86,0.001714643929509485,89.77642857142858,86.788
2016-11-17,2016,11,17,Thursday,46,2016-46,99.09,100.02,98.19,99.16,1350600,88.74,-0.0014095820672450632,89.56928571428571,86.80720000000001
2016-11-18,2016,11,18,Friday,46,2016-46,98.96,99.63,97.91,98.56,1218200,88.2,-0.0060508953395777,89.31999999999998,86.84980000000002
2016-11-21,2016,11,21,Monday,47,2016-47,97.94,98.36,96.69,97.79,1232800,88.06,-0.001551905311718338,89.09071428571428,86.8664
2016-11-22,2016,11,22,Tuesday,47,2016-47,98.14,98.28,97.52,97.72,1033000,88.0,-0.0007159511472502045,88.86642857142859,86.90799999999999
2016-11-23,2016,11,23,Wednesday,47,2016-47,97.44,97.88,96.39,97.16,1083600,87.5,-0.005730499046202819,88.68071428571429,86.94019999999999
2016-11-25,2016,11,25,Friday,47,2016-47,97.68,97.98,97.05,97.73,564400,88.01,0.00586650622475382,88.575,86.98200000000001
2016-11-28,2016,11,28,Monday,48,2016-48,97.65,98.48,97.5,97.84,931400,88.11,0.0011255587483758323,88.37428571428572,87.0354
2016-11-29,2016,11,29,Tuesday,48,2016-48,97.77,98.72,97.06,98.13,1040300,88.37,0.0029640853063594985,88.21857142857144,87.09440000000001
2016-11-30,2016,11,30,Wednesday,48,2016-48,97.45,98.0,96.53,96.64,4424200,87.03,-0.015183954786826992,88.01357142857144,87.12540000000001
2016-12-01,2016,12,1,Thursday,48,2016-48,96.5,97.34,95.68,96.28,1090100,86.7,-0.003725274056701977,87.98857142857143,87.1348
2016-12-02,2016,12,2,Friday,48,2016-48,96.58,97.64,96.2,97.08,825600,87.42,0.008309243595731708,88.01642857142858,87.1622
2016-12-05,2016,12,5,Monday,49,2016-49,96.95,98.14,96.46,97.89,706500,88.15,0.008343571388552462,87.99000000000001,87.2096
2016-12-06,2016,12,6,Tuesday,49,2016-49,98.08,98.7,97.51,98.49,1279800,88.69,0.006129219030870159,87.98857142857143,87.27720000000001
2016-12-07,2016,12,7,Wednesday,49,2016-49,98.55,99.29,97.66,99.16,883500,89.3,0.0068030013823288105,88.02,87.36820000000002
2016-12-08,2016,12,8,Thursday,49,2016-49,99.08,99.48,98.29,98.44,947000,88.65,-0.007261288215018702,88.01357142857141,87.43860000000001
2016-12-09,2016,12,9,Friday,49,2016-49,98.43,100.69,98.12,100.3,1724900,90.32,0.018895024600220633,88.165,87.5512
2016-12-12,2016,12,12,Monday,50,2016-50,100.25,101.74,100.04,101.1,823900,91.04,0.007975955990042083,88.37785714285714,87.66099999999999
2016-12-13,2016,12,13,Tuesday,50,2016-50,101.18,101.96,100.52,100.89,696400,90.86,-0.002077365481576776,88.58214285714284,87.77060000000002
2016-12-14,2016,12,14,Wednesday,50,2016-50,101.12,101.47,99.6,99.99,731600,90.04,-0.0089203645703263,88.76357142857144,87.87060000000001
2016-12-15,2016,12,15,Thursday,50,2016-50,100.1,101.06,98.85,100.71,1377700,90.69,0.00720059072906154,88.955,87.9892
2016-12-16,2016,12,16,Friday,50,2016-50,100.91,101.62,100.11,101.16,929300,91.1,0.004468363804242648,89.16857142857144,88.109
2016-12-19,2016,12,19,Monday,51,2016-51,101.3,101.54,100.62,101.46,566700,91.37,0.002965629649630097,89.38285714285713,88.2324
2016-12-20,2016,12,20,Tuesday,51,2016-51,100.69,102.8,100.65,102.61,928400,92.4,0.011334451748293617,89.76642857142858,88.36959999999999
2016-12-21,2016,12,21,Wednesday,51,2016-51,102.97,104.03,102.64,103.17,1002600,92.91,0.005457487633566904,90.21,88.53419999999998
2016-12-22,2016,12,22,Thursday,51,2016-51,103.5,105.27,103.4,104.44,1505300,94.05,0.012309943835116632,90.68357142857144,88.7158
2016-12-23,2016,12,23,Friday,51,2016-51,104.41,104.5,103.31,103.62,581400,93.31,-0.00785147306986922,91.05214285714285,88.87
2016-12-27,2016,12,27,Tuesday,52,2016-52,103.57,104.04,103.5,103.8,362300,93.48,0.0017370852827440775,91.39428571428572,89.01379999999999
2016-12-28,2016,12,28,Wednesday,52,2016-52,103.7,103.7,102.89,103.15,467100,92.89,-0.00626187604568984,91.65071428571427,89.14020000000001
2016-12-29,2016,12,29,Thursday,52,2016-52,103.07,104.2,103.07,103.99,625000,93.65,0.008143251311378386,92.00785714285715,89.28939999999999
2016-12-30,2016,12,30,Friday,52,2016-52,103.58,103.85,102.51,103.43,732900,93.14,-0.005384982938212213,92.2092857142857,89.44059999999999
2017-01-03,2017,1,3,Tuesday,01,2017-01,103.84,104.4,103.26,103.92,686200,93.58,0.004737473119957425,92.39071428571428,89.60979999999999
2017-01-04,2017,1,4,Wednesday,01,2017-01,104.15,104.7,103.84,104.12,844200,93.76,0.0019246315334995323,92.59785714285715,89.7782
2017-01-05,2017,1,5,Thursday,01,2017-01,103.12,104.26,103.01,103.45,1581800,93.16,-0.006434902552121868,92.82071428571427,89.936
2017-01-06,2017,1,6,Friday,01,2017-01,104.45,105.23,103.71,104.51,916500,94.12,0.010246693737854917,93.0657142857143,90.1036
2017-01-09,2017,1,9,Monday,02,2017-02,104.51,104.73,103.54,103.89,890200,93.56,-0.005932852178943238,93.24142857142856,90.25400000000002
2017-01-10,2017,1,10,Tuesday,02,2017-02,104.38,105.14,103.85,104.83,1125900,94.4,0.009048169730306643,93.45785714285715,90.43260000000001
2017-01-11,2017,1,11,Wednesday,02,2017-02,104.48,105.59,104.41,104.95,940600,94.51,0.0011446899768345897,93.60857142857142,90.49
2017-01-12,2017,1,12,Thursday,02,2017-02,104.74,105.48,104.31,104.68,762400,94.27,-0.002572688334186335,93.7057142857143,90.5416
2017-01-13,2017,1,13,Friday,02,2017-02,104.59,105.24,104.35,104.85,679900,94.42,0.0016240758500964958,93.73214285714286,90.60459999999999
2017-01-17,2017,1,17,Tuesday,03,2017-03,104.82,105.41,104.42,105.17,902100,94.71,0.003051951205302883,93.83214285714287,90.676
2017-01-18,2017,1,18,Wednesday,03,2017-03,105.23,106.28,104.97,105.65,1184700,95.14,0.0045640379874378745,93.95071428571428,90.77680000000001
2017-01-19,2017,1,19,Thursday,03,2017-03,105.64,105.7,104.85,105.22,463000,94.75,-0.004070183541966643,94.08357142857143,90.882
2017-01-20,2017,1,20,Friday,03,2017-03,105.79,106.2,104.97,105.57,623500,95.07,0.0033264925817781954,94.18499999999999,90.965
2017-01-23,2017,1,23,Monday,04,2017-04,105.56,105.64,104.98,105.3,696100,94.83,-0.002557498987641571,94.30571428571429,91.05059999999999
2017-01-24,2017,1,24,Tuesday,04,2017-04,105.44,107.25,105.13,106.52,849700,95.93,0.011585763866232668,94.47357142857142,91.17120000000001
2017-01-25,2017,1,25,Wednesday,04,2017-04,106.6,106.8,106.0,106.3,699800,95.73,-0.002065117575299813,94.61428571428571,91.34479999999999
2017-01-26,2017,1,26,Thursday,04,2017-04,105.97,106.2,105.56,105.67,766800,95.16,-0.005926755270451833,94.75714285714287,91.50740000000002
2017-01-27,2017,1,27,Friday,04,2017-04,105.98,106.02,104.6,105.51,1035300,95.02,-0.0015140138886160504,94.82142857142857,91.6374
2017-01-30,2017,1,30,Monday,05,2017-05,105.79,106.09,104.55,105.07,1321800,94.62,-0.004170252886620984,94.89714285714285,91.7556
2017-01-31,2017,1,31,Tuesday,05,2017-05,105.79,106.3,105.05,105.47,1702800,94.98,0.003806890590498213,94.93857142857142,91.87800000000001
2017-02-01,2017,2,1,Wednesday,05,2017-05,105.29,105.94,104.51,105.12,1234000,94.66,-0.003318366371873882,94.94928571428571,91.9964
2017-02-02,2017,2,2,Thursday,05,2017-05,105.46,106.07,104.92,105.59,1520800,95.09,0.004471027178116538,95.00785714285713,92.1342
2017-02-03,2017,2,3,Friday,05,2017-05,103.6,107.44,101.61,106.98,2708100,96.34,0.013164183695845155,95.145,92.29980000000002
2017-02-06,2017,2,6,Monday,06,2017-06,107.0,107.7,106.32,107.41,1095100,96.73,0.004019581810491557,95.28928571428573,92.4744
2017-02-07,2017,2,7,Tuesday,06,2017-06,107.45,108.06,107.06,107.19,1446800,96.53,-0.0020485574044875055,95.38857142857144,92.655
2017-02-08,2017,2,8,Wednesday,06,2017-06,107.0,107.5,106.71,106.98,893700,96.34,-0.0019589450640196127,95.50214285714286,92.8216
2017-02-09,2017,2,9,Thursday,06,2017-06,106.98,109.58,106.98,108.11,1935500,97.36,0.010562796096403648,95.6657142857143,93.00660000000002
2017-02-10,2017,2,10,Friday,06,2017-06,108.24,108.61,107.44,107.62,979200,96.92,-0.004532547845301993,95.81499999999998,93.17759999999998
2017-02-13,2017,2,13,Monday,07,2017-07,107.5,108.4,107.32,108.21,654500,97.45,0.0054823377988226785,95.92357142857144,93.38600000000001
2017-02-14,2017,2,14,Tuesday,07,2017-07,107.99,108.4,107.44,108.34,686500,97.56,0.0012011633950974598,96.05428571428571,93.6032
2017-02-15,2017,2,15,Wednesday,07,2017-07,108.01,109.08,107.68,108.8,1058100,97.98,0.004246181896579326,96.25571428571428,93.8144
2017-02-16,2017,2,16,Thursday,07,2017-07,109.23,109.57,107.36,107.65,1465100,96.94,-0.010569869366440887,96.39285714285714,93.9902
2017-02-17,2017,2,17,Friday,07,2017-07,106.83,107.76,106.51,107.25,1749500,96.58,-0.003715652077146525,96.53285714285714,94.148
2017-02-21,2017,2,21,Tuesday,08,2017-08,107.5,108.87,107.12,108.48,1906900,97.69,0.011468244109767545,96.72642857142857,94.3158
2017-02-22,2017,2,22,Wednesday,08,2017-08,107.79,108.16,107.58,107.95,839400,97.77,0.0008158078985605055,96.94857142857143,94.4982
2017-02-23,2017,2,23,Thursday,08,2017-08,108.09,109.31,107.97,108.65,880600,98.4,0.006484623288256497,97.18500000000002,94.65980000000002
2017-02-24,2017,2,24,Friday,08,2017-08,108.7,108.99,108.18,108.9,1055600,98.63,0.0023008938341053664,97.34857142857142,94.8116
2017-02-27,2017,2,27,Monday,09,2017-09,108.69,109.0,107.73,107.8,744300,97.63,-0.010100939779889795,97.41285714285713,94.94699999999999
2017-02-28,2017,2,28,Tuesday,09,2017-09,108.18,109.09,108.12,108.35,1554300,98.13,0.005102004934545379,97.52714285714285,95.10879999999999
2017-03-01,2017,3,1,Wednesday,09,2017-09,108.6,109.9,107.82,109.4,1709000,99.08,0.009690869142245928,97.72285714285715,95.2766
2017-03-02,2017,3,2,Thursday,09,2017-09,109.58,109.66,108.58,109.13,1059400,98.84,-0.00246807111537517,97.82857142857142,95.4314
2017-03-03,2017,3,3,Friday,09,2017-09,108.79,109.11,108.09,108.66,883800,98.41,-0.004306672969504044,97.93500000000002,95.5722
2017-03-06,2017,3,6,Monday,10,2017-10,107.97,108.71,107.89,108.6,774800,98.36,-0.000552203974519716,98.0,95.69140000000002
2017-03-07,2017,3,7,Tuesday,10,2017-10,108.67,108.88,108.08,108.15,803200,97.95,-0.004143624124424816,98.02785714285714,95.79220000000001
2017-03-08,2017,3,8,Wednesday,10,2017-10,108.01,108.75,107.32,108.57,1696000,98.33,0.00388311068836078,98.05285714285715,95.87780000000001
2017-03-09,2017,3,9,Thursday,10,2017-10,108.8,109.55,108.28,109.36,993700,99.05,0.007276702618529862,98.20357142857142,95.9926
2017-03-10,2017,3,10,Friday,10,2017-10,109.8,109.85,108.72,108.93,735600,98.66,-0.003931964065579718,98.35214285714287,96.09620000000001
2017-03-13,2017,3,13,Monday,11,2017-11,108.64,108.93,108.38,108.7,768800,98.45,-0.0021116255402601203,98.40642857142858,96.20739999999999
2017-03-14,2017,3,14,Tuesday,11,2017-11,108.7,108.86,108.28,108.52,679400,98.29,-0.0016557702733827062,98.44357142857143,96.3002
2017-03-15,2017,3,15,Wednesday,11,2017-11,108.61,109.56,108.53,109.29,857600,98.98,0.00709530794952995,98.485,96.417
2017-03-16,2017,3,16,Thursday,11,2017-11,109.23,109.5,108.5,109.47,604300,99.15,0.0016472170040953138,98.52214285714287,96.5284
2017-03-17,2017,3,17,Friday,11,2017-11,109.76,109.76,108.96,109.01,1361800,98.73,-0.004202033415734441,98.60071428571429,96.62780000000001
2017-03-20,2017,3,20,Monday,12,2017-12,109.01,109.17,108.49,108.85,946500,98.59,-0.0014677645098034597,98.63357142857144,96.73639999999999
2017-03-21,2017,3,21,Tuesday,12,2017-12,108.42,108.93,107.98,108.11,1196600,97.92,-0.006798292556424501,98.55071428571429,96.8124
2017-03-22,2017,3,22,Wednesday,12,2017-12,108.4,108.71,107.12,107.94,1173800,97.76,-0.0015726284267763013,98.47357142857143,96.8964
2017-03-23,2017,3,23,Thursday,12,2017-12,107.92,108.74,107.65,108.1,707600,97.91,0.0014823144990008252,98.43785714285714,96.9666
2017-03-24,2017,3,24,Friday,12,2017-12,108.38,108.62,107.48,107.98,794500,97.8,-0.0011102072597284351,98.39785714285715,97.0324
2017-03-27,2017,3,27,Monday,13,2017-13,107.66,108.53,107.45,108.26,854400,98.05,0.0025932067516210022,98.405,97.108
2017-03-28,2017,3,28,Tuesday,13,2017-13,108.03,109.9,107.72,109.15,1338900,98.86,0.008220914642406596,98.44285714285715,97.1968
2017-03-29,2017,3,29,Wednesday,13,2017-13,109.1,109.73,108.68,109.61,792900,99.27,0.00421443028709656,98.45857142857143,97.28800000000001
2017-03-30,2017,3,30,Thursday,13,2017-13,109.39,109.62,108.54,108.9,933300,98.63,-0.00647756216303208,98.45642857142857,97.35780000000001
2017-03-31,2017,3,31,Friday,13,2017-13,108.89,109.68,108.25,109.25,1034400,98.95,0.00321410415519896,98.49214285714285,97.4418
2017-04-03,2017,4,3,Monday,14,2017-14,108.93,109.33,108.66,108.92,1008200,98.65,-0.0030206814437123697,98.51785714285714,97.5134
2017-04-04,2017,4,4,Tuesday,14,2017-14,108.43,108.55,107.74,108.39,935000,98.17,-0.004865862036616431,98.46000000000001,97.5802
2017-04-05,2017,4,5,Wednesday,14,2017-14,108.52,109.8,108.23,109.07,912700,98.78,0.0062736420534528214,98.43357142857143,97.63719999999999
2017-04-06,2017,4,6,Thursday,14,2017-14,109.07,109.27,108.52,108.88,535500,98.61,-0.001742059768652715,98.42499999999998,97.69480000000001
2017-04-07,2017,4,7,Friday,14,2017-14,109.02,109.8,108.61,109.52,961100,99.19,0.005877913415783809,98.46785714285714,97.77539999999999
2017-04-10,2017,4,10,Monday,15,2017-15,109.62,109.79,108.04,108.32,1426000,98.11,-0.010956896724783616,98.48142857142857,97.83720000000001
2017-04-11,2017,4,11,Tuesday,15,2017-15,108.13,108.48,107.77,108.41,737200,98.19,0.0008308671339711804,98.51214285714285,97.9086
2017-04-12,2017,4,12,Wednesday,15,2017-15,108.44,109.1,108.02,109.05,596100,98.77,0.00590347486417353,98.57357142857143,97.9844
2017-04-13,2017,4,13,Thursday,15,2017-15,108.95,108.96,108.15,108.2,571900,98.0,-0.007794514763956095,98.58785714285715,98.0512
2017-04-17,2017,4,17,Monday,16,2017-16,108.31,108.85,108.17,108.7,557000,98.45,0.004620926598783548,98.61642857142856,98.11840000000001
2017-04-18,2017,4,18,Tuesday,16,2017-16,108.71,110.0,108.63,109.47,857400,99.15,0.00708394722737915,98.63714285714286,98.1746
2017-04-19,2017,4,19,Wednesday,16,2017-16,109.56,109.78,108.36,108.63,655900,98.39,-0.007673345324779035,98.57428571428571,98.2078
2017-04-20,2017,4,20,Thursday,16,2017-16,108.74,109.09,108.09,108.8,940300,98.54,0.001564867924139124,98.56785714285715,98.248
2017-04-21,2017,4,21,Friday,16,2017-16,108.6,108.74,107.38,107.4,1075200,97.27,-0.012867691036980378,98.44785714285715,98.2666
2017-04-24,2017,4,24,Monday,17,2017-17,107.64,108.62,107.64,108.44,864800,98.21,0.009683567536024507,98.41642857142857,98.28359999999999
2017-04-25,2017,4,25,Tuesday,17,2017-17,108.54,108.89,108.29,108.46,941500,98.23,0.00018441553558723456,98.42071428571428,98.30980000000001
2017-04-26,2017,4,26,Wednesday,17,2017-17,108.62,108.71,106.51,107.5,1788500,97.36,-0.008851245577250921,98.31928571428571,98.30799999999999
2017-04-27,2017,4,27,Thursday,17,2017-17,107.79,108.49,107.24,107.38,897500,97.25,-0.001116325400939977,98.22214285714287,98.3018
2017-04-28,2017,4,28,Friday,17,2017-17,106.99,108.26,106.84,108.2,1067200,98.0,0.007636461026230945,98.13714285714286,98.3022
2017-05-01,2017,5,1,Monday,18,2017-18,108.0,108.2,107.05,107.05,893700,96.96,-0.010628582728475222,98.05499999999999,98.3026
2017-05-02,2017,5,2,Tuesday,18,2017-18,107.12,107.43,106.71,107.06,879900,96.96,9.36411372598478e-05,97.96714285714286,98.31020000000001
2017-05-03,2017,5,3,Wednesday,18,2017-18,106.82,107.02,106.0,106.74,1231000,96.67,-0.0029889970163533564,97.81714285714285,98.2898
2017-05-04,2017,5,4,Thursday,18,2017-18,107.39,108.15,106.7,107.28,1136900,97.16,0.0050589947733821194,97.75714285714287,98.2776
2017-05-05,2017,5,5,Friday,18,2017-18,107.65,107.65,107.2,107.55,684700,97.41,0.0025166865639669744,97.68285714285715,98.25779999999999
2017-05-08,2017,5,8,Monday,19,2017-19,107.39,107.49,106.79,107.0,1341700,96.91,-0.0051138649723785345,97.52285714285713,98.2234
2017-05-09,2017,5,9,Tuesday,19,2017-19,106.97,107.28,106.15,106.41,732500,96.38,-0.005514182001858603,97.37928571428571,98.1984
2017-05-10,2017,5,10,Wednesday,19,2017-19,106.44,107.12,106.18,106.63,791200,96.57,0.0020675874204427735,97.23857142857142,98.16720000000001
2017-05-11,2017,5,11,Thursday,19,2017-19,106.33,106.74,106.02,106.55,768700,96.5,-0.0007503417538878843,97.18357142857143,98.11560000000001
2017-05-12,2017,5,12,Friday,19,2017-19,106.45,107.23,106.43,107.07,590200,96.97,0.0048805674939484955,97.09500000000001,98.0782
2017-05-15,2017,5,15,Monday,20,2017-20,106.99,107.99,106.8,107.85,802200,97.68,0.007284862153373206,97.05571428571429,98.06360000000001
2017-05-16,2017,5,16,Tuesday,20,2017-20,107.99,108.0,107.08,107.21,595400,97.1,-0.005934049677651321,97.03714285714285,98.0384
2017-05-17,2017,5,17,Wednesday,20,2017-20,107.21,109.65,106.73,108.77,1258100,98.51,0.014550855195694101,97.12714285714286,98.0496
2017-05-18,2017,5,18,Thursday,20,2017-20,108.7,111.18,108.26,110.76,1779600,100.32,0.018295301440636624,97.29285714285713,98.08940000000001
2017-05-19,2017,5,19,Friday,20,2017-20,110.76,112.15,110.08,111.98,1573200,101.42,0.011014859401190069,97.61142857142856,98.13680000000001
2017-05-22,2017,5,22,Monday,21,2017-21,111.85,113.36,111.85,112.77,1359800,102.14,0.007054961356589118,97.98142857142857,98.20639999999999
2017-05-23,2017,5,23,Tuesday,21,2017-21,112.39,113.82,112.16,113.14,1253700,103.04,0.008809285698705649,98.43642857142858,98.2982
2017-05-24,2017,5,24,Wednesday,21,2017-21,113.1,114.47,113.04,114.36,1200300,104.15,0.010783221541859733,98.93571428571428,98.4154
2017-05-25,2017,5,25,Thursday,21,2017-21,114.26,115.74,114.03,115.31,1884000,105.01,0.008307056870341167,99.47857142857143,98.53599999999999
2017-05-26,2017,5,26,Friday,21,2017-21,115.31,116.49,114.69,115.96,993000,105.6,0.00563699135721385,100.09928571428573,98.665
2017-05-30,2017,5,30,Tuesday,22,2017-22,115.89,115.89,115.05,115.52,729900,105.2,-0.003794340393079798,100.72928571428572,98.79439999999998
2017-05-31,2017,5,31,Wednesday,22,2017-22,115.73,116.16,115.21,115.27,1652000,104.98,-0.0021641656177742163,101.33,98.92220000000002
2017-06-01,2017,6,1,Thursday,22,2017-22,115.59,115.82,114.84,115.82,1279300,105.48,0.004771461583890968,101.97142857142856,99.0734
2017-06-02,2017,6,2,Friday,22,2017-22,115.27,116.0,114.76,115.88,1058200,105.53,0.0005179762571430047,102.58285714285714,99.22879999999999
2017-06-05,2017,6,5,Monday,23,2017-23,115.72,115.76,115.19,115.43,1320200,105.12,-0.0038832806455757485,103.11428571428573,99.373
2017-06-06,2017,6,6,Tuesday,23,2017-23,115.43,116.02,115.1,115.48,649200,105.17,0.0004332141492429109,103.6907142857143,99.52040000000001
2017-06-07,2017,6,7,Wednesday,23,2017-23,115.16,115.55,114.89,115.48,711200,105.17,0.0,104.16642857142857,99.66279999999999
2017-06-08,2017,6,8,Thursday,23,2017-23,115.48,115.52,113.49,113.81,1222600,103.65,-0.014461519979071968,104.40428571428572,99.7586
2017-06-09,2017,6,9,Friday,23,2017-23,113.87,114.16,113.26,114.02,833200,103.84,0.0018452663081887088,104.57714285714285,99.85
2017-06-12,2017,6,12,Monday,24,2017-24,114.22,114.47,113.25,113.6,677600,103.45,-0.003683808618879292,104.6707142857143,99.9464
2017-06-13,2017,6,13,Tuesday,24,2017-24,113.18,114.26,112.66,114.21,721200,104.01,0.005369852806372144,104.74,100.0476
2017-06-14,2017,6,14,Wednesday,24,2017-24,114.35,115.33,114.19,114.39,745200,104.17,0.0015761278864900863,104.74142857142859,100.15800000000002
2017-06-15,2017,6,15,Thursday,24,2017-24,114.04,115.34,113.51,114.88,1356400,104.62,0.0042835703191326235,104.71357142857143,100.287
